foto,strana,slogan,name,scenari,rezhisser,nameang,genre,dlina
,,,Знамение (,,,,,
/storage/203748_500x800x250.jpg,США,,Знамение (,Райн Дуглас Пирсон,Алекс Пройас,Knowing,Фантастика, 115 мин.
,,,Крабат. Ученик колдуна (,,,,,
/storage/203880_500x800x250.jpg,Германия,,Крабат. Ученик колдуна (,Михаэль Гутманн,Марко Кройцпайнтнер,Krabat,Фэнтези, 120 мин.
,,,Женщина в золотом (,,,,,
/storage/1458108_500x800x250.jpg,США,,Женщина в золотом (,Алекси Кэй Кэмпбелл,Саймон Кертис,Woman in Gold,Драма, 107 мин.
,,,Римские общественные бани 2 (,,,,,
/storage/1192387_500x800x250.jpg,Япония,,Римские общественные бани 2 (,Mari Yamazaki,Хидеки Текучи,Thermae Romae II,Комедия, 112 мин.
,,,Гиппокампус Монстры 21 века (,,,,,
/storage/1562354_500x800x250.jpg,Германия,,Гиппокампус Монстры 21 века (,Александр Феннерт,Александр Феннерт,Hippocampus M 21th,Ужасы, 70 мин.
,,,Свихнувшиеся (,,,,,
/storage/1563753_500x800x250.jpg,Индия,,Наводнение (,Ачала Нагар,Балрадж Дипак Видж,Sailaab,Боевик, 135 мин.
/storage/290966_500x800x250.jpg,США,,Свихнувшиеся (,Джордан Робертс,Джордан Робертс,Around the Bend,Драма, 85 мин.
/storage/1170284_500x800x250.jpg,США,,Дети кукурузы 2: Последняя жертва (,A L Katz,Дэвид Прайс,Children of the Corn II: The Final Sacrifice,Ужасы, 92 мин.
,,,Апостолы Ворона (,,,,,
/storage/1217925_500x800x250.jpg,США,,Апостолы Ворона (,Джон Вудворд,Джон Вудворд,Disciples of the Crow,Ужасы,
/storage/1300801_500x800x250.jpg,Норвегия,,Слепая (,Эскиль Вогт,Эскиль Вогт,Blind,Драма, 96 мин.
,,,На грани безумия (,,,,,
/storage/1554498_500x800x250.jpg,США,,На грани безумия (,Ниссар Моди,Предраг Антониевич,Breaking at the Edge,Ужасы, 91 мин.
,,,Моя девушка – зомби (,,,,,
/storage/1397481_500x800x250.jpg,США,,Моя девушка – зомби (,Алан Трезза,Джо Данте,Burying the Ex,Ужасы, 86 мин.
,,,Тайная улыбка (,,,,,
/storage/1156706_500x800x250.jpg,Канада,,Тайная улыбка (,Кейт Брук,Кристофер Менол,Secret Smile,Триллер, 180 мин.
,,,Бармен (,,,,,
/storage/1530428_500x800x250.jpg,Россия,,Бармен (,Денис Каймаков,Дина Штурманова,,Комедия, 100 мин.
,,,Гнездо землеройки (,,,,,
/storage/1564650_500x800x250.jpg,Испания,,Гнездо землеройки (,Хуан Фернандо Андрес,Эстебан Роел,Musaranas,Ужасы, 95 мин.
,,,Я стану лучше (,,,,,
/storage/1209499_500x800x250.jpg,Франция,,Я стану лучше (,,,Ombline,Драма, 95 мин.
,,,36 смертельных стилей (,,,,,
/storage/1186445_500x800x250.jpg,Тайвань,,36 смертельных стилей (,,Джозеф Куо,Mi quan san shi liu zhao,Боевик, 92 мин.
,,,Я возьму тебя туда… (,,,,,
/storage/1566930_500x800x250.jpg,США,,Я возьму тебя туда… (,Эдриэнн Шелли,Эдриэнн Шелли,I'll Take You There,Драма, 93 мин.
,,,Короли улиц 2 (,,,,,
/storage/293206_500x800x250.jpg,США,,Короли улиц 2 (,Джереми Хафт,Крис Фишер,Street Kings: Motor City,Боевик, 93 мин.
/storage/1557801_500x800x250.jpg,Нидерланды,,Оболтусы (,Йон Картхаус,Йон Картхаус,Homies,Комедия, 100 мин.
/storage/1545261_500x800x250.jpg,США,,Уцелевшая (,Philip Shelby,Джеймс МакТиг,Survivor,Триллер, 96 мин.
/storage/1554904_500x800x250.jpg,Бельгия,,Вне времени (,Роланд Жоффе,Роланд Жоффе,The Lovers,Фантастика, 109 мин.
/storage/247159_500x800x250.jpg,США,,«V» значит Вендетта (,Алан Мур,Джеймс МакТиг,V for Vendetta,Фантастика, 132 мин.
,,,Пятьдесят к одному (,,,,,
/storage/1199664_500x800x250.jpg,США,,Супер-пупер мультфильм от Джея и Молчаливого Боба (,Кевин Смит,Стив Старк,Jay and Silent Bob's Super Groovy Cartoon Movie,Мультфильм, 64 мин.
/storage/1559344_500x800x250.jpg,Индия,,Дурман (,Ajit Rajpal,Амит Сахена,Nasha,Триллер, 122 мин.
,,,Майами Блюз (,,,,,
/storage/294030_500x800x250.jpg,США,,Майами Блюз (,Джордж Эрмитаж,Джордж Эрмитаж,Miami Blues,Триллер, 97 мин.
,,,"Не может быть, Джоуз (",,,,,
/storage/1559341_500x800x250.jpg,США,,"Не может быть, Джоуз (",Адам Голдберг,Адам Голдберг,No Way Jose,Комедия, 98 мин.
,,,Седьмой день (,,,,,
/storage/1159760_500x800x250.jpg,Россия,,Седьмой день (,Каха Кикабидзе,Каха Кикабидзе,,Драма, 105 мин.
,,,Том и Джерри: Шпион Квест (,,,,,
/storage/1558065_500x800x250.jpg,США,,Том и Джерри: Шпион Квест (,Хит Корсон,Спайк Брандт,Tom and Jerry: Spy Quest,Мультфильм, 73 мин.
,,,Скольжение (,,,,,
/storage/1195183_500x800x250.jpg,Россия,,Скольжение (,Антон Розенберг,Антон Розенберг,,Триллер, 117 мин.
,,,Затерянные в Антарктиде (,,,,,
/storage/1186235_500x800x250.jpg,Великобритания,,Затерянные в Антарктиде (,Чарльз Старридж,Чарльз Старридж,Shackleton,Драма, 206 мин.
,,,Одни неприятности (,,,,,
/storage/245761_500x800x250.jpg,США,,Одни неприятности (,Питер Эйкройд,Дэн Эйкройд,Nothing But Trouble,Комедия, 94 мин.
,,,Костолом (,,,,,
/storage/1298107_500x800x250.jpg,США,,Костолом (,Трэйси Кинэн Винн,Барри Сколник,Mean Machine,Комедия, 99 мин.
,,,Стрингер (,,,,,
/storage/1296506_500x800x250.jpg,США,,Стрингер (,Дэн Гилрой,Дэн Гилрой,Nightcrawler,Триллер, 117 мин.
,,,Мистер Простофиля (,,,,,
/storage/282884_500x800x250.jpg,США,,Мистер Простофиля (,Джон Гилберт,Крэйг Гиллеспи,Mr. Woodcock,Комедия, 87 мин.
/storage/210389_500x800x250.jpg,Германия,,Парфюмер: История одного убийцы (,Эндрю Биркин,Том Тыквер,Perfume: The Story of a Murderer,Триллер, 147 мин.
/storage/1550270_500x800x250.jpg,Китай,,Из Вегаса в Макао 2 (,Цзин Вон,Цзин Вон,Ao Men feng yun 2,Комедия, 109 мин.
/storage/1552411_500x800x250.jpg,Индия,,Призрак виллы Натхов 2 (,Пиюш Гупта,Нитеш Тивари,Bhoothnath Returns,Ужасы, 155 мин.
/storage/1403646_500x800x250.jpg,США,,Золушка (,Элин Брош МакКенна,Кеннет Брана,Cinderella,Фэнтези, 112 мин.
/storage/286883_500x800x250.jpg,Южная Корея,,Монтаж (,,Чон Гын Соп,Montage,Триллер, 119 мин.
/storage/1171449_500x800x250.jpg,СССР,,Следствие ведут Колобки (,Эдуард Успенский,Александр Татарский,,Мультфильм, 11 мин.
,,,Ночь в музее: Секрет гробницы (,,,,,
/storage/1396692_500x800x250.jpg,США,,Ночь в музее: Секрет гробницы (,Роберт Бен Гарант,Шон Леви,Night at the Museum: Secret of the Tomb,Фэнтези, 92 мин.
/storage/198151_500x800x250.jpg,США,,Моя супер-бывшая (,Рон Пэйн,Айвен Райтман,My Super Ex-Girlfriend,Фантастика, 95 мин.
,,,Золотая курица (,,,,,
/storage/1551760_500x800x250.jpg,Великобритания,,Хищник: Темные века  (,Джеймс Буф,Джеймс Буф,Predator Dark Ages,Боевик, 27 мин.
/storage/1551777_500x800x250.jpg,Мексика,,5 браво (,Куно Бекер,Куно Бекер,5 Bravo,Триллер, 84 мин.
,,,МЫ. Верим в любовь (,,,,,
/storage/268589_500x800x250.jpg,Великобритания,,МЫ. Верим в любовь (,Алек Кешишян,Мадонна,W.E.,Драма, 119 мин.
,,,Французский транзит (,,,,,
/storage/1515428_500x800x250.jpg,Франция,,Французский транзит (,Седрик Хименес,Седрик Хименез,La French,Боевик, 135 мин.
,,,Художник-вор (,,,,,
/storage/239385_500x800x250.jpg,Канада,,Художник-вор (,Michael Melski,Риса Брамон Гарсия,The Con Artist,Комедия, 84 мин.
/storage/1551757_500x800x250.jpg,Чили,,Незнакомец (,Гильермо Амоедо,Гильермо Амоедо,The Stranger,Ужасы, 93 мин.
,,,Хищник: Темные века  (,,,,,
,,,Лунатики (,,,,,
/storage/290788_500x800x250.jpg,США,,Лунатики (,Стивен Кинг,Мик Гаррис,Sleepwalkers,Мистика, 91 мин.
,,,Поженить Бэрри (,,,,,
/storage/1148017_500x800x250.jpg,США,,Поженить Бэрри (,Роб Перлштейн,Роб Перлштейн,Someone Marry Barry,Комедия, 87 мин.
,,,Мы были королями (,,,,,
/storage/1551944_500x800x250.jpg,Германия,,Мы были королями (,Philipp Leinemann,Philipp Leinemann,Wir waren Konige,Триллер, 107 мин.
,,,Удар (,,,,,
/storage/1551945_500x800x250.jpg,Пакистан,,Удар (,Хассан Вакас Рана,Билаль Лашари,Waar,Боевик, 130 мин.
,,,Анаконда (,,,,,
/storage/227123_500x800x250.jpg,США,,Анаконда (,Ганс Бауэр,Луис Льоса,Anaconda,Триллер, 89 мин.
,,,Добро пожаловать в Сараево (,,,,,
/storage/270457_500x800x250.jpg,США,,Добро пожаловать в Сараево (,Фрэнк Коттрелл Бойс,Майкл Винтерботтом,Welcome to Sarajevo,Драма, 103 мин.
,,,Напролом (,,,,,
/storage/294943_500x800x250.jpg,Франция,,Напролом (,Люк Бессон,Джеймс Мэтер,Lockout,Фантастика, 95 мин.
,,,Моя супер-бывшая (,,,,,
,,,Косухи (,,,,,
/storage/1494915_500x800x250.jpg,Россия,,Косухи (,Александр Адабашьян,Себастьян Аларкон,,Драма, 91 мин.
/storage/1210638_500x800x250.jpg,СССР,,"В синем море, в белой пене... (",Роберт Саакянц,Роберт Саакянц,,Мультфильм, 8 мин.
,,,Прирожденный убийца (,,,,,
/storage/202665_500x800x250.jpg,США,,Прирожденный убийца (,Джош Эйсенштадт,Джош Эйсенштадт,Dark Reel,Ужасы, 108 мин.
,,,Элиза (,,,,,
/storage/240142_500x800x250.jpg,Франция,,Элиза (,Жан Беккер,Жан Беккер,Elisa,Драма, 115 мин.
,,,Гринберг (,,,,,
/storage/221069_500x800x250.jpg,США,,Гринберг (,Ноа Баумбак,Ноа Баумбак,Greenberg,Комедия, 107 мин.
,,,Мои приключения. В.ШВШВРМ (,,,,,
/storage/1194442_500x800x250.jpg,Нидерланды,,Мои приключения. В.ШВШВРМ (,Helena van der Meulen,Froukje Tan,Swchwrm,Семейный, 78 мин.
,,,Барселона (,,,,,
/storage/1216329_500x800x250.jpg,США,,Барселона (,Уит Стиллман,Уит Стиллман,Barcelona,Драма, 101 мин.
,,,Тронутые (,,,,,
/storage/1663741_500x800x250.jpg,США,,Тронутые (,Грен Уэллс,Грен Уэллс,The Road Within,Драма, 101 мин.
,,,Рептизавр (,,,,,
/storage/265573_500x800x250.jpg,США,,Рептизавр (,Джереми Кэмпбелл,Кристофер Рэй,Reptisaurus,Фантастика, 77 мин.
,,,Работа над ошибками (,,,,,
/storage/1171934_500x800x250.jpg,Гонконг,,Золотая курица (,Мэтт Чоу,,Gam gai,Драма,
,,,Кобейн: Чёртов монтаж (,,,,,
/storage/1551970_500x800x250.jpg,США,,Кобейн: Чёртов монтаж (,Бретт Морген,Бретт Морген,Kurt Cobain: Montage of Heck,Документальный, 147 мин.
,,,Мясники (,,,,,
/storage/1550841_500x800x250.jpg,США,,Мясники (,Стефен Дархэм,Стивен Джудд,Death Factory,Ужасы, 80 мин.
/storage/1552122_500x800x250.jpg,Канада,,Погоня за красотой (,Эрик Гарднер,Эрик Кануэль,Bad Hair Day,Комедия, 91 мин.
/storage/1552125_500x800x250.jpg,Россия,,Отзвук (,Алишер Хамдамов,Алишер Хамдамов,,Драма, 88 мин.
,,,"Филантропы: Страна, где рождается Истина (",,,,,
/storage/1552140_500x800x250.jpg,Италия,,"Филантропы: Страна, где рождается Истина (",Valentina Paggiarin,Giacomo Talamini,MGS: Philanthropy - Part 2,Фантастика, 11 мин.
/storage/1218267_500x800x250.jpg,Южная Корея,,Реклама: Опасные слухи (,,Kwang-shik Kim,Jji-ra-si: Wi-heom-han So-moon,Драма, 122 мин.
,,,Неназначенные встречи (,,,,,
,,,Погоня за красотой (,,,,,
/storage/1198731_500x800x250.jpg,Чехия,,Неназначенные встречи (,Ирена Павласкова,Ирена Павласкова,Nesmluvena setkani,Фантастика, 100 мин.
,,,Годзилла (,,,,,
/storage/1281481_500x800x250.jpg,США,,Годзилла (,Тед Эллиотт,Роланд Эммерих,Godzilla,Фантастика, 139 мин.
,,,Призрак виллы Натхов 2 (,,,,,
,,,Ночь над Манхэттеном (,,,,,
/storage/1177232_500x800x250.jpg,США,,Ночь над Манхэттеном (,Сидни Люмет,Сидни Люмет,Night Falls on Manhattan,Драма, 118 мин.
,,,Новая подружка (,,,,,
/storage/1363213_500x800x250.jpg,Франция,,Новая подружка (,Франсуа Озон,Франсуа Озон,Une nouvelle amie,Драма, 105 мин.
,,,Дом Версаче (,,,,,
/storage/1202838_500x800x250.jpg,,,Дом Версаче (,Deborah Ball,Сара Шугарман,House of Versace,Драма, 88 мин.
,,,Американское правосудие (,,,,,
/storage/1551173_500x800x250.jpg,США,,Американское правосудие (,Деметриус Наварро,Деметриус Наварро,American Justice,Боевик, 83 мин.
/storage/1495906_500x800x250.jpg,Россия,,Под электрическими облаками (,Алексей Герман мл.,Алексей Герман мл.,,Драма, 137 мин.
/storage/1551299_500x800x250.jpg,Китай,,Лучшие друзья (,Xing Aina,Нин Хао,Xin hua lu fang,Драма, 116 мин.
,,,Руди (,,,,,
/storage/1188500_500x800x250.jpg,США,,Руди (,Анджело Пиццо,Дэвид Анспро,Rudy,Драма, 114 мин.
,,,Гангстеры (,,,,,
/storage/1177592_500x800x250.jpg,Франция,,Гангстеры (,Оливье  Маршаль,Оливье  Маршаль,Gangsters,Боевик, 90 мин.
,,,Золушка (,,,,,
/storage/1549188_500x800x250.jpg,Россия,,Работа над ошибками (,Екатерина Андерсон,Сергей Гиргель,,Мелодрама, 101 мин.
,,,Воспоминания о будущем (,,,,,
/storage/1548488_500x800x250.jpg,Великобритания,,Воспоминания о будущем (,Vera Brittain,Джеймс Кент,Testament of Youth,Драма, 129 мин.
,,,Паршивая овца (,,,,,
/storage/1348612_500x800x250.jpg,США,,Паршивая овца (,Фред Вульф,Пенелопа Сфирис,Black Sheep,Комедия, 87 мин.
,,,Другая Земля (,,,,,
/storage/262885_500x800x250.jpg,США,,Другая Земля (,Майк Кэхилл,Майк Кэхилл,Another Earth,Драма, 92 мин.
,,,39 ступеней (,,,,,
/storage/1212642_500x800x250.jpg,Великобритания,,39 ступеней (,Lizzie Mickery,Джеймс Хоуз,The 39 Steps,Триллер, 90 мин.
/storage/1549762_500x800x250.jpg,Испания,,10 000 км: Любовь на расстоянии (,Карлос Маркус-Марсет,Карлос Маркус-Марсет,10.000 Km,Драма, 99 мин.
,,,Робин Гуд Мужчины в трико (,,,,,
/storage/187021_500x800x250.jpg,США,,Робин Гуд Мужчины в трико (,Ивэн Чандлер,Мел Брукс,Robin Hood Men in Tights,Комедия, 104 мин.
,,,А зори здесь тихие... (,,,,,
/storage/1495039_500x800x250.jpg,Россия,,А зори здесь тихие... (,Юрий Коротков,Ренат Давлетьяров,,Драма, 120 мин.
,,,Операция «Ы» и другие приключения Шурика (,,,,,
/storage/229310_500x800x250.jpg,СССР,,Операция «Ы» и другие приключения Шурика (,Леонид Гайдай,Леонид Гайдай,,Комедия, 95 мин.
,,,Эти невероятные музыканты (,,,,,
/storage/1186799_500x800x250.jpg,СССР,,Эти невероятные музыканты (,Юрий Сааков,Юрий Сааков,,Комедия, 60 мин.
,,,Фокус (,,,,,
/storage/1482897_500x800x250.jpg,США,,Фокус (,Гленн Фикарра,Гленн Фикарра,Focus,Драма, 104 мин.
,,,Бухта спасения (,,,,,
/storage/1367496_500x800x250.jpg,США,,Бухта спасения (,Мелисса Картер,Джон Эмиел,Deliverance Creek,Драма, 87 мин.
,,,Дабл трабл (,,,,,
/storage/1515412_500x800x250.jpg,Россия,,Дабл трабл (,Эдуард Оганесян,Эдуард Оганесян,,Комедия, 90 мин.
,,,Загон для собак (,,,,,
/storage/227019_500x800x250.jpg,Канада,,Загон для собак (,Ким Шапирон,Ким Шапирон,Dog Pound,Драма, 91 мин.
,,,Парфюмер: История одного убийцы (,,,,,
,,,Дорога без конца (,,,,,
/storage/1459497_500x800x250.jpg,Россия,,Дорога без конца (,Александр Гельман,Владимир Толкачиков,,Мелодрама, 89 мин.
/storage/1169622_500x800x250.jpg,Япония,,Азуми (,Ю Кояма,Рюхэй Китамура,Azumi,Фэнтези, 128 мин.
,,,Чтец (,,,,,
/storage/1356410_500x800x250.jpg,Германия,,Чтец (,Дэвид Хэа,Стивен Далдри,The Reader,Драма, 124 мин.
,,,Я устал от тебя (,,,,,
/storage/295416_500x800x250.jpg,США,,Я устал от тебя (,Марк Пеллингтон,Марк Пеллингтон,I Melt with You,Драма, 122 мин.
,,,Недетское кино (,,,,,
/storage/194236_500x800x250.jpg,США,,Недетское кино (,Майк Бендер,Джоел Галлен,Not Another Teen Movie,Комедия, 89 мин.
/storage/290680_500x800x250.jpg,Франция,,Заложница (,Люк Бессон,Пьер Морел,Taken,Боевик, 93 мин.
,,,Азуми (,,,,,
,,,Очень странный рай (,,,,,
,,,Кучерявая заложница (,,,,,
/storage/1543928_500x800x250.jpg,США,,Тренер (,Уильям Бройлес мл.,Ники Каро,"McFarland, USA",Драма, 129 мин.
/storage/1447733_500x800x250.jpg,США,,Кучерявая заложница (,Камерон Ван Хой,Джон Мэллори Ашер,Tooken,Комедия, 81 мин.
/storage/1219922_500x800x250.jpg,США,,Теория Франкенштейна (,Влади Пилдиш,Эндрю Уэйнер,The Frankenstein Theory,Ужасы, 87 мин.
/storage/1216164_500x800x250.jpg,США,,Ловушка (,Томас Зэмбек,Джошуа Вагнер,The Badger Game,Триллер, 99 мин.
/storage/1550283_500x800x250.jpg,США,,Очень странный рай (,Батч Хартман,Сэвидж Стив Холланд,A Fairly Odd Summer,Семейный, 66 мин.
,,,Тренер (,,,,,
,,,Лорелей (,,,,,
/storage/1550267_500x800x250.jpg,Украина,,Лорелей (,Динара Сеидова,Нана Джорджадзе,,Драма, 80 мин.
,,,Пригородная готика (,,,,,
/storage/1430043_500x800x250.jpg,США,,Пригородная готика (,Ричард Бейтс мл.,Ричард Бейтс мл.,Suburban Gothic,Ужасы, 90 мин.
,,,Петух из Сан-Виктор (,,,,,
/storage/1558548_500x800x250.jpg,Канада,,Петух из Сан-Виктор (,Пьер Греко,Пьер Греко,Le Coq de St-Victor,Мультфильм, 80 мин.
,,,Сахара (,,,,,
/storage/280107_500x800x250.jpg,США,,Сахара (,Филип МакДональд,Брайан Тренчард-Смит,Sahara,Боевик, 106 мин.
,,,Оператор смерти (,,,,,
/storage/1556767_500x800x250.jpg,Франция,,Оператор смерти (,Жан-Пол Джоди,Клаус Бидерманн,Stringer,Триллер, 80 мин.
,,,Коллекционерша (,,,,,
/storage/202014_500x800x250.jpg,Литва,,Коллекционерша (,,Кристина Буожите,Kolekcioniere,Драма, 84 мин.
,,,Отель «Мэриголд». Заселение продолжается (,,,,,
,,,Номер семь (,,,,,
,,,Франкенштейн (,,,,,
,,,Мистер Магу (,,,,,
/storage/1469090_500x800x250.jpg,США,,Отель «Мэриголд». Заселение продолжается (,Ол Паркер,Джон Мэдден,The Best Exotic Marigold Hotel 2,Драма, 122 мин.
/storage/1558540_500x800x250.jpg,Нидерланды,,Номер семь (,Марко Ван Геффен,Лауренс Блок,Boy 7,Фантастика, 90 мин.
/storage/1150844_500x800x250.jpg,Великобритания,,Франкенштейн (,Джед Миркурио,Джед Миркурио,Frankenstein,Ужасы, 90 мин.
/storage/1216131_500x800x250.jpg,Франция,,Мой милый Пепперленд (,Хинер Салим,Хинер Салим,My Sweet Pepper Land,Драма, 100 мин.
/storage/229296_500x800x250.jpg,США,,Мистер Магу (,Пэт Профт,Стенли Тонг,Mr. Magoo,Комедия, 87 мин.
/storage/1288030_500x800x250.jpg,США,,Стигматы (,Том Лазарус,Руперт Вейнрайт,Stigmata,Ужасы, 103 мин.
,,,Превосходство (,,,,,
/storage/1157244_500x800x250.jpg,СССР,,"История Аси Клячиной, которая любила, да не вышла замуж (",Юрий Клепиков,Андрей Кончаловский,,Драма, 99 мин.
/storage/1193043_500x800x250.jpg,США,,Повелитель кукол 3. Месть Тулона (,С. Кортни Джойнер,Дэвид ДеКото,Puppet Master III: Toulon's Revenge,Ужасы, 86 мин.
,,,8 голов в одной сумке (,,,,,
/storage/1218119_500x800x250.jpg,США,,8 голов в одной сумке (,Том Шульман,Том Шульман,8 Heads in a Duffel Bag,Комедия, 95 мин.
,,,Бангкок Хилтон (,,,,,
,,,Фунт плоти (,,,,,
/storage/1509501_500x800x250.jpg,Канада,,Фунт плоти (,Джошуа Джеймс,Эрни Барбараш,Pound of Flesh,Боевик, 104 мин.
,,,Мы всё ещё здесь (,,,,,
,,,Возьми мои глаза (,,,,,
,,,Вымирание (,,,,,
/storage/1548461_500x800x250.jpg,Великобритания,,Вымирание (,Бен Лойд-Холмс,Адам Спинкс,Extinction,Триллер, 103 мин.
,,,Лихорадка (,,,,,
/storage/1548463_500x800x250.jpg,Франция,,Лихорадка (,Romain Basset,Romain Basset,Horsehead,Ужасы, 89 мин.
,,,Отель (,,,,,
/storage/1164416_500x800x250.jpg,США,,Отель (,Артур Хейли,Ричард Квин,Hotel,Драма, 124 мин.
,,,"Германия, год нулевой (",,,,,
/storage/1183563_500x800x250.jpg,Италия,,"Германия, год нулевой (",Роберто Росселлини,Роберто Росселлини,Germania anno zero,Драма, 71 мин.
,,,Победа веры (,,,,,
/storage/1179871_500x800x250.jpg,Германия,,Победа веры (,,Лени Рифеншталь,Der Sieg des Glaubens,Документальный, 61 мин.
,,,Американская ночь (,,,,,
/storage/1184384_500x800x250.jpg,Франция,,Американская ночь (,Франсуа Трюффо,Франсуа Трюффо,La nuit americaine,Драма, 115 мин.
/storage/1548459_500x800x250.jpg,Южная Корея,,Семь дней (,Je-gu Yun,Шин-юн Вон,Se-beun De-i-jeu,Триллер, 125 мин.
/storage/1548490_500x800x250.jpg,Индия,,После полуночи: Час мёртвых (,Санджай Масум,Vishal Mahadkar,3 AM: A Paranormal Experience,Ужасы, 105 мин.
/storage/229300_500x800x250.jpg,Индия,,Шанс на удачу (,Зоя Акхтар,Зоя Акхтар,Luck by Chance,Триллер, 156 мин.
/storage/1203598_500x800x250.jpg,США,,Спасение Линкольна (,Нина Давидович,Сальвадор Литвак,Saving Lincoln,Биография, 101 мин.
,,,Рожденная вчера (,,,,,
/storage/229131_500x800x250.jpg,США,,Рожденная вчера (,Гарсон Канин,Джордж Кьюкор,Born Yesterday,Комедия, 103 мин.
,,,Рапсодия Майами (,,,,,
/storage/292749_500x800x250.jpg,США,,Рапсодия Майами (,Дэвид Френкель,Дэвид Френкель,Miami Rhapsody,Комедия, 105 мин.
/storage/292752_500x800x250.jpg,США,,Мастер кунг-фу (,Мэттью Соломон,Дэвид Лоу,Kung Fu Man,Боевик, 95 мин.
,,,Врата ночи (,,,,,
,,,Поцелуй Иуды (,,,,,
,,,Кортекс (,,,,,
/storage/291773_500x800x250.jpg,Франция,,Кортекс (,Николас Бухриф,Николас Бухриф,Cortex,Триллер, 104 мин.
,,,"Хроники Нарнии: Лев, ведьма и платяной шкаф (",,,,,
/storage/191219_500x800x250.jpg,США,,"Хроники Нарнии: Лев, ведьма и платяной шкаф (",Энн Пикок,Эндрю Адамсон,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Боевик, 143 мин.
,,,Преследуемый (,,,,,
/storage/1211637_500x800x250.jpg,США,,Преследуемый (,Daniel Lusko,Daniel Lusko,Persecuted,Боевик, 93 мин.
,,,Человек-ракета (,,,,,
,,,Дорога на Берлин (,,,,,
/storage/1541315_500x800x250.jpg,Россия,,Дорога на Берлин (,Евгений Никишов,Сергей Попов,,Военный, 82 мин.
,,,Кунг Фьюри (,,,,,
/storage/1542232_500x800x250.jpg,Швеция,,Кунг Фьюри (,Дэвид Сандберг,Дэвид Сандберг,Kung Fury,Фэнтези, 31 мин.
,,,Чужая кровь (,,,,,
/storage/1544605_500x800x250.jpg,США,,Чужая кровь (,Chad Michael Ward,Chad Michael Ward,Strange Blood,Ужасы, 84 мин.
/storage/1544256_500x800x250.jpg,США,,Соловей (,,Эллиотт Лестер,Nightingale,Драма, 83 мин.
/storage/1544604_500x800x250.jpg,Испания,,Полночь в Индии (,Давид Планель,Чема Родригез,Anochece en la India,Драма, 95 мин.
/storage/243835_500x800x250.jpg,США,,Человек-ракета (,Орен Авив,Стюарт Гиллард,RocketMan,Фантастика, 95 мин.
,,,Kingsman: Секретная служба (,,,,,
/storage/1465246_500x800x250.jpg,США,,Kingsman: Секретная служба (,Джейн Голдман,Мэттью Вон,Kingsman: The Secret Service,Боевик, 130 мин.
,,,Точка обстрела (,,,,,
/storage/290230_500x800x250.jpg,США,,Точка обстрела (,Барри Леви,Пит Трэвис,Vantage Point,Боевик, 90 мин.
,,,Убийцы фазана (,,,,,
/storage/1442521_500x800x250.jpg,Дания,,Убийцы фазана (,Николай Арсель,Миккел Норгаард,Fasandr?berne,Триллер, 119 мин.
,,,Страховщик (,,,,,
/storage/1351399_500x800x250.jpg,Испания,,Страховщик (,Igor Legarreta,Габе Ибаньес,Automata,Фантастика, 109 мин.
,,,Девушки мечты (,,,,,
/storage/249173_500x800x250.jpg,США,,Девушки мечты (,Билл Кондон,Билл Кондон,Dreamgirls,Мюзикл, 130 мин.
,,,Миссис Харрис едет в Париж (,,,,,
/storage/1544603_500x800x250.jpg,США,,Миссис Харрис едет в Париж (,Пол Галлико,Энтони Пуллен Шоу,Mrs. 'Arris Goes to Paris,Драма, 92 мин.
,,,Фанданго (,,,,,
/storage/292602_500x800x250.jpg,США,,Фанданго (,Кевин Рейнольдс,Кевин Рейнольдс,Fandango,Комедия, 91 мин.
,,,Нереальная любовь (,,,,,
/storage/227866_500x800x250.jpg,Нидерланды,,Нереальная любовь (,Ким Ван Кутен,Йорам Люрсен,Alles is liefde,Комедия, 110 мин.
,,,Великолепие Амберсонов (,,,,,
/storage/292659_500x800x250.jpg,США,,Великолепие Амберсонов (,Booth Tarkington,Орсон Уэллс,The Magnificent Ambersons,Мелодрама, 88 мин.
,,,Высшая школа (,,,,,
/storage/292694_500x800x250.jpg,Франция,,Высшая школа (,Роберт Сэлис,Роберт Сэлис,Grande ecole,Драма, 110 мин.
,,,Предел терпения (,,,,,
/storage/228697_500x800x250.jpg,Канада,,Предел терпения (,Мэтт Холлэнд,Левин Уэбб,The Limit,Триллер, 82 мин.
,,,Отмщение (,,,,,
/storage/228705_500x800x250.jpg,США,,Отмщение (,Арт Камачо,Арт Камачо,Recoil,Боевик, 96 мин.
,,,Побег из «Новой жизни» (,,,,,
/storage/292728_500x800x250.jpg,Украина,,Побег из «Новой жизни» (,,Игорь Лузин,,Комедия, 90 мин.
,,,Эксперимент Уиджи 2: Кинотеатр смерти (,,,,,
,,,Чек (,,,,,
/storage/229320_500x800x250.jpg,Россия,,Чек (,Александр Бородянский,Александр Бородянский,,Боевик, 110 мин.
,,,Поцелуй перед смертью (,,,,,
/storage/229305_500x800x250.jpg,США,,Поцелуй перед смертью (,Айра Левин,Джеймс Дирден,A Kiss Before Dying,Триллер, 94 мин.
,,,Король пердунов (,,,,,
/storage/229325_500x800x250.jpg,США,,Король пердунов (,Рон Курц,Кен Видерхорн,King Frat,Комедия, 82 мин.
,,,Заговорщики (,,,,,
