foto,strana,slogan,name,scenari,rezhisser,nameang,genre,dlina
/storage/1296514_500x800x250.jpg,Россия,,Выпускной! (,Сергей Светлаков,Всеволод Бродский,,Комедия, 90 мин.
/storage/1354220_500x800x250.jpg,Россия,,Беглецы (,Рустам Мосафир,Рустам Мосафир,,Триллер, 95 мин.
/storage/1296527_500x800x250.jpg,Китай,,Медведи-соседи (,Брайан Баллок,Динг Лианг,"Boonie Bears, to the Rescue!",Мультфильм, 95 мин.
,,,10 причин моей ненависти (,,,,,
/storage/1264318_500x800x250.jpg,США,,10 причин моей ненависти (,Карен МакКулла Лутц,Джил Джангер,10 Things I Hate About You,Комедия, 97 мин.
,,,Восставший из ада (,,,,,
/storage/1421670_500x800x250.jpg,Великобритания,,Восставший из ада (,Клайв Баркер,Клайв Баркер,Hellraiser,Ужасы, 94 мин.
,,,Африканец (,,,,,
/storage/259742_500x800x250.jpg,Франция,,Африканец (,Жерар Брах,Филипп Де Брока,L'africain,Комедия, 101 мин.
/storage/1173619_500x800x250.jpg,Великобритания,,Конфетти (,Дэбби Иситт,Дэбби Иситт,Confetti,Мелодрама, 100 мин.
,,,Аризона Кольт возвращается (,,,,,
/storage/1197306_500x800x250.jpg,Италия,,Аризона Кольт возвращается (,Эрнесто Гастальди,Серджо Мартино,Arizona si scateno... e li fece fuori tutti,Вестерн, 90 мин.
,,,Снег в июле (,,,,,
/storage/1375491_500x800x250.jpg,СССР,,Снег в июле (,Владимир Фараджев,Николай Кошелев,,Драма, 128 мин.
,,,Нелл (,,,,,
/storage/235062_500x800x250.jpg,США,,Нелл (,Марк Хэдли,Майкл Эптед,Nell,Драма, 112 мин.
/storage/1375489_500x800x250.jpg,СССР,,Конфликтная ситуация (,Геннадий Бокарев,Рубен Мурадян,,Драма, 125 мин.
/storage/290422_500x800x250.jpg,Германия,,Стальная ловушка (,Луис Камара,Луис Камара,Steel Trap,Триллер, 90 мин.
,,,"Ты с ума сошла, Мадикен (",,,,,
/storage/1190336_500x800x250.jpg,Швеция,,"Ты с ума сошла, Мадикен (",Астрид Линдгрен,Йоран Граффман,"Du ar inte klok, Madicken",Семейный, 104 мин.
/storage/1441699_500x800x250.jpg,Россия,,Еще один год (,Наталья Мещанинова,Оксана Бычкова,,Мелодрама, 107 мин.
,,,Уик-Энд (,,,,,
/storage/1360928_500x800x250.jpg,Россия,,Уик-Энд (,Станислав Говорухин,Станислав Говорухин,Weekend,Драма, 95 мин.
,,,Мистер Мамочка (,,,,,
/storage/253433_500x800x250.jpg,США,,Мистер Мамочка (,Джон Хьюз,Стэн Дрэготи,Mr. Mom,Мелодрама, 87 мин.
,,,Дуэль (,,,,,
/storage/294787_500x800x250.jpg,США,,Дуэль (,Ричард Мэтисон,Стивен Спилберг,Duel,Триллер, 89 мин.
,,,Пять ружей Запада (,,,,,
/storage/1159027_500x800x250.jpg,США,,Тело для Франкенштейна (,Пол Моррисси,Пол Моррисси,Flesh for Frankenstein,Ужасы, 95 мин.
,,,Змеиный яд (,,,,,
/storage/1194236_500x800x250.jpg,Великобритания,,Змеиный яд (,Роберт Кэррингтон,Пьерс Хаггард,Venom,Ужасы, 92 мин.
,,,Парень-каратист 4 (,,,,,
/storage/228069_500x800x250.jpg,США,,Парень-каратист 4 (,Роберт Марк Камен,Кристофер Кэйн,The Next Karate Kid,Боевик, 107 мин.
/storage/1205344_500x800x250.jpg,Южная Корея,,Кундо: Эпоха угрозы (,,Юн Чжон Бин,Kundo: Minraneui Sidae ,Боевик, 137 мин.
,,,Мистер Счастливчик (,,,,,
/storage/1194037_500x800x250.jpg,США,,Мистер Счастливчик (,Милтон Холмс,Генри Кондмен Поттер,Mr. Lucky,Мелодрама, 100 мин.
,,,Крутой Шиваджи (,,,,,
/storage/1167886_500x800x250.jpg,Индия,,Крутой Шиваджи (,Сухата,С. Шанкар,Sivaji,Боевик, 150 мин.
,,,Секретный агент Макгайвер: Путь к концу света (,,,,,
/storage/1374255_500x800x250.jpg,США,,Секретный агент Макгайвер: Путь к концу света (,Ли Дэвид Злотофф,Чарльз Коррелл,MacGyver: Trail to Doomsday,Боевик, 93 мин.
/storage/1155439_500x800x250.jpg,США,,Дикий Билл (,Уолтер Хилл,Уолтер Хилл,Wild Bill,Боевик, 98 мин.
,,,Меня зовут Джулия Росс (,,,,,
/storage/1172365_500x800x250.jpg,США,,Меня зовут Джулия Росс (,Мюриэль Рой Болтон,Джозеф Х. Льюис,My Name Is Julia Ross,Драма, 65 мин.
,,,Десант на Дрвар (,,,,,
/storage/1174690_500x800x250.jpg,Югославия,,Десант на Дрвар (,Бора Чошич,Фадил Хаджич,Desant na Drvar,Военный, 105 мин.
,,,Молчаливый (,,,,,
/storage/1168951_500x800x250.jpg,Франция,,Молчаливый (,Жан-Луп Дабади,Клод Пиното,Le silencieux,Драма, 117 мин.
,,,Потерянный горизонт (,,,,,
,,,Найденыш 2 (,,,,,
,,,Не смешно (,,,,,
/storage/1368584_500x800x250.jpg,США,,Не смешно (,Лоурэли Фаррер,Лоурэли Фаррер,Not That Funny,Драма, 95 мин.
,,,Кортик (,,,,,
/storage/1155366_500x800x250.jpg,СССР,,Кортик (,Анатолий Рыбаков,Николай Калинин,,Приключения, 207 мин.
,,,Бронзовая птица (,,,,,
/storage/1179646_500x800x250.jpg,СССР,,Бронзовая птица (,Анатолий Рыбаков,Николай Калинин,,Боевик, 216 мин.
,,,Открытые сердца (,,,,,
/storage/1208876_500x800x250.jpg,Дания,,Открытые сердца (,Андерс Томас Йенсен,Сюзанн Биер,Elsker dig for evigt,Драма, 113 мин.
,,,Братки (,,,,,
/storage/1169923_500x800x250.jpg,Финляндия,,Братки (,Алекси Барди,Алекси Мякеля,Hajyt,Боевик, 99 мин.
,,,После Томаса (,,,,,
/storage/1167531_500x800x250.jpg,Великобритания,,После Томаса (,Линдси Хилл,Саймон Шор,After Thomas,Драма, 93 мин.
,,,Глаз убийцы (,,,,,
/storage/1170237_500x800x250.jpg,Великобритания,,Глаз убийцы (,Джефф Миллер,Пол Маркус,After Alice,Триллер, 100 мин.
,,,Прогулка мертвеца (,,,,,
/storage/1180988_500x800x250.jpg,США,,Прогулка мертвеца (,Лэрри МакМёртри,Ив Симоно,Dead Man's Walk,Вестерн, 267 мин.
/storage/1191989_500x800x250.jpg,Россия,,Найденыш 2 (,,Александр Кириенко,,Мелодрама, 176 мин.
/storage/1207904_500x800x250.jpg,Россия,,Найденыш 3 (,,Сайдо Курбанов,,Мелодрама, 190 мин.
,,,Они пришли вместе (,,,,,
/storage/1364791_500x800x250.jpg,США,,Они пришли вместе (,Майкл Шоуолтер,Дэвид Уэйн,They Came Together,Комедия, 83 мин.
,,,Легенда о пьяном мастере (,,,,,
/storage/258441_500x800x250.jpg,Гонконг,,Легенда о пьяном мастере (,Эдвард Тан,Лю Чялян,Jui kuen II,Боевик, 99 мин.
,,,Блакула (,,,,,
/storage/1172155_500x800x250.jpg,США,,Блакула (,Рэймонд Кениг,Уильям Крейн,Blacula,Ужасы, 93 мин.
,,,Тотальная слежка (,,,,,
/storage/261361_500x800x250.jpg,Франция,,Тотальная слежка (,Дидье Каминка,Клод Зиди,La totale!,Комедия, 102 мин.
/storage/1164216_500x800x250.jpg,США,,Потерянный горизонт (,Сидни Бакмен,Фрэнк Капра,Lost Horizon,Фэнтези, 132 мин.
,,,Дикий Билл (,,,,,
,,,Ведь сердце все еще дитя (,,,,,
/storage/1207103_500x800x250.jpg,Индия,,Ведь сердце все еще дитя (,Санджай Чел,Мадхур Бхандаркар,Dil Toh Baccha Hai Ji,Драма, 143 мин.
,,,Душа ковбоя (,,,,,
/storage/291191_500x800x250.jpg,США,,Душа ковбоя (,Джек Шефер,Саймон Уинсер,Monte Walsh,Вестерн, 117 мин.
,,,Человек с двумя лицами (,,,,,
/storage/1368577_500x800x250.jpg,США,,Человек с двумя лицами (,Том Рид,Арчи Майо,The Man with Two Faces,Драма, 73 мин.
,,,Свидание вслепую (,,,,,
/storage/1233334_500x800x250.jpg,США,,Свидание вслепую (,Дэйл Лаунер,Блейк Эдвардс,Blind Date,Комедия, 95 мин.
,,,День дурака (,,,,,
/storage/294677_500x800x250.jpg,США,,День дурака (,,Фред Уолтон,April Fool's Day,Ужасы, 89 мин.
,,,Сердце дракона (,,,,,
,,,Дневник баскетболиста (,,,,,
/storage/1545065_500x800x250.jpg,США,,Дневник баскетболиста (,Джим Кэрол,Скотт Кэлверт,The Basketball Diaries,Драма, 102 мин.
,,,Укрощение огня (,,,,,
/storage/1150576_500x800x250.jpg,СССР,,Укрощение огня (,Даниил Храбровицкий,Даниил Храбровицкий,,Драма, 166 мин.
,,,Свободное радио Альбемута (,,,,,
/storage/1156821_500x800x250.jpg,США,,Свободное радио Альбемута (,Джон Алан Саймон,Джон Алан Саймон,Radio Free Albemuth,Фантастика,
,,,Крысиные бега (,,,,,
/storage/1242105_500x800x250.jpg,США,,Крысиные бега (,,Джерри Цукер,Rat Race,Комедия, 112 мин.
,,,Стриперлэнд (,,,,,
/storage/1373543_500x800x250.jpg,США,,Стриперлэнд (,Brad McCray,Sean Skelding,Stripperland,Ужасы, 103 мин.
/storage/1175596_500x800x250.jpg,США,,Пять ружей Запада (,Р. Райт Кэмпбелл,Роджер Кормэн,Five Guns West,Боевик, 78 мин.
/storage/198744_500x800x250.jpg,США,,Роксана (,Edmond Rostand,Фред Скепси,Roxanne,Комедия, 107 мин.
,,,Дубликаты (,,,,,
/storage/279656_500x800x250.jpg,Канада,,Дубликаты (,Джошуа Клоуз,Джереми Пауэр Реджимбал,In Their Skin,Триллер, 97 мин.
,,,Безвыходная ситуация (,,,,,
,,,Террор на девятом пути (,,,,,
/storage/1377451_500x800x250.jpg,США,,Террор на девятом пути (,Monte Stettin,Роберт Айскоув,Terror on Track 9,Триллер, 96 мин.
,,,Годзилла против Морского монстра (,,,,,
/storage/1204069_500x800x250.jpg,Япония,,Годзилла против Морского монстра (,Синъити Сэкидзава,Jun Fukuda,"Gojira, Ebira, Mosura: Nankai no daiketto",Фантастика, 83 мин.
,,,Как зелена была моя долина (,,,,,
/storage/248330_500x800x250.jpg,США,,Как зелена была моя долина (,Ричард Ллевелин,Джон Форд,How Green Was My Valley,Драма, 118 мин.
,,,Слоган (,,,,,
/storage/1169964_500x800x250.jpg,Франция,,Слоган (,Пьер Грембла,Пьер Грембла,Slogan,Драма, 90 мин.
,,,Большие девочки не плачут (,,,,,
/storage/214841_500x800x250.jpg,Германия,,Большие девочки не плачут (,Мария фон Геланд,Мария фон Геланд,GroЯe Mдdchen weinen nicht,Драма, 87 мин.
,,,Когда мужчина любит женщину (,,,,,
/storage/233597_500x800x250.jpg,США,,Когда мужчина любит женщину (,Роналд Бэсс,Луис Мандоки,When a Man Loves a Woman,Драма, 126 мин.
,,,Девятые врата (,,,,,
,,,Отсчет жертв (,,,,,
/storage/1162874_500x800x250.jpg,США,,Отсчет жертв (,Теодор Уитчер,Роберт Паттон-Спрайл,Body Count,Триллер, 85 мин.
,,,Ночные красавицы (,,,,,
/storage/1162195_500x800x250.jpg,Франция,,Ночные красавицы (,Рене Клер,Рене Клер,Les belles de nuit,Фэнтези, 87 мин.
,,,Четвертый протокол (,,,,,
/storage/1189874_500x800x250.jpg,Великобритания,,Четвертый протокол (,Фредерик Форсайт,Джон Маккензи,The Fourth Protocol,Боевик, 114 мин.
,,,7500 (,,,,,
/storage/1208295_500x800x250.jpg,Япония,,7500 (,Крэйг Розенберг,Такаси Симидзу,,Ужасы, 97 мин.
/storage/1376489_500x800x250.jpg,СССР,,Надежда (,Сергей Герасимов,Сергей Герасимов,,, 47 мин.
,,,Хочу обнять тебя (,,,,,
/storage/1203039_500x800x250.jpg,Япония,,Хочу обнять тебя (,Хироши Саито,Акихико Сиота,Dakishimetai: Shinjitsu no monogatari,Мелодрама, 123 мин.
/storage/1376399_500x800x250.jpg,Великобритания,,"Смертельные добродетели: Люби, чти, подчиняйся. (",,Ате де Йонг,Deadly Virtues: Love.Honour.Obey.,Триллер, 87 мин.
/storage/1359158_500x800x250.jpg,Бельгия,,"Два дня, одна ночь (",,Жан-Пьерр Дарденн,"Deux jours, une nuit",Драма, 95 мин.
,,,"Город, который боялся заката (",,,,,
/storage/1373359_500x800x250.jpg,США,,"Город, который боялся заката (",Roberto Aguirre-Sacasa,Альфонсо Гомез-Рейон,The Town That Dreaded Sundown,Ужасы, 86 мин.
/storage/1375550_500x800x250.jpg,Россия,,Раскаленный периметр (,,Игорь Драка,,Детектив, 156 мин.
/storage/1375513_500x800x250.jpg,Россия,,Сюрприз для любимого (,Елена Соловьева,Андрей Селиванов,,Мелодрама, 90 мин.
/storage/1375591_500x800x250.jpg,Россия,,Неваляшка 2 (,Юрий Патренин,Анарио Мамедов,,Комедия, 85 мин.
,,,"Каждый за себя, а Бог против всех (",,,,,
/storage/295293_500x800x250.jpg,Германия,,"Каждый за себя, а Бог против всех (",Вернер Херцог,Вернер Херцог,Jeder fьr sich und Gott gegen alle,Драма, 110 мин.
,,,Парочка убийц (,,,,,
/storage/1375672_500x800x250.jpg,Испания,,Парочка убийц (,Сантьяго Монкада,Рафаэль Ромеро Марчент,Un par de asesinos,Вестерн, 95 мин.
,,,Рабыни (,,,,,
/storage/1375671_500x800x250.jpg,Швейцария,,Рабыни (,Эрвин С. Дитрих,Хесус Франко,Die Sklavinnen,Драма, 70 мин.
,,,Воскресные друзья (,,,,,
/storage/1181288_500x800x250.jpg,Франция,,Воскресные друзья (,Henri Aisner,Henri Aisner,Les copains du dimanche,Комедия, 100 мин.
,,,Раджа Парасси (,,,,,
/storage/1169699_500x800x250.jpg,Индия,,Раджа Парасси (,M.T. Vasudevan Nair,T. Hariharan,Kerala Varma Pazhassi Raja,Боевик, 195 мин.
/storage/1378768_500x800x250.jpg,США,,Безвыходная ситуация (,,Йонас Акерлунд,Small Apartments,Комедия, 92 мин.
,,,Марио и волшебник (,,,,,
/storage/1151732_500x800x250.jpg,Австрия,,Марио и волшебник (,Берт Уайншэнкер,Клаус Мария Брандауер,Mario und der Zauberer,Драма, 127 мин.
/storage/1213306_500x800x250.jpg,Россия,,Комбинат «Надежда» (,Иван Угаров,Наталья Мещанинова,,Драма, 90 мин.
,,,Грязное дело (,,,,,
/storage/233616_500x800x250.jpg,США,,Грязное дело (,Стив Шэган,Роберт Олдрич,Hustle,Триллер, 120 мин.
,,,Фэнтестикс (,,,,,
/storage/1149559_500x800x250.jpg,США,,Фэнтестикс (,Том Джонс,Майкл Ричи,The Fantasticks,Мюзикл, 86 мин.
,,,"Значит, война (",,,,,
/storage/268048_500x800x250.jpg,США,,"Значит, война (",Тимоти Даулинг,МакДжи,This Means War,Боевик, 94 мин.
,,,Большая ночь Казановы (,,,,,
/storage/1150242_500x800x250.jpg,США,,Большая ночь Казановы (,Хэл Кантер,Норман З. МакЛеод,Casanova's Big Night,Мюзикл, 86 мин.
/storage/1208555_500x800x250.jpg,США,,Связь (,Джеймс Уорд Биркит,Джеймс Уорд Биркит,Coherence,Фантастика, 88 мин.
,,,Джинн (,,,,,
/storage/1282840_500x800x250.jpg,Франция,,Девятые врата (,Артуро Перез-Реверте,Роман Полански,The Ninth Gate,Мистика, 133 мин.
,,,Голливудские шлюхи с бензопилами (,,,,,
/storage/1178996_500x800x250.jpg,США,,Голливудские шлюхи с бензопилами (,Фред Олен Рэй,Фред Олен Рэй,Hollywood Chainsaw Hookers,Ужасы, 75 мин.
,,,Проклятие нефритового скорпиона (,,,,,
/storage/255705_500x800x250.jpg,США,,Проклятие нефритового скорпиона (,Вуди Аллен,Вуди Аллен,The Curse of the Jade Scorpion,Комедия, 103 мин.
,,,Голливудский финал (,,,,,
/storage/216247_500x800x250.jpg,США,,Голливудский финал (,Вуди Аллен,Вуди Аллен,Hollywood Ending,Комедия, 112 мин.
,,,Когти во тьме (,,,,,
/storage/1377410_500x800x250.jpg,США,,Когти во тьме (,Дэвид А. Прайор,Дэвид А. Прайор,Night Claws,Ужасы, 83 мин.
,,,Приключение Катрин К. (,,,,,
/storage/1377411_500x800x250.jpg,Франция,,Приключение Катрин К. (,Pierre Beuchot,Pierre Beuchot,Aventure de Catherine C.,Драма, 100 мин.
,,,Враг мой (,,,,,
/storage/210292_500x800x250.jpg,США,,Враг мой (,Эдвард Хмара,Вольфганг Петерсен,Enemy Mine,Фантастика, 108 мин.
,,,Цена успеха (,,,,,
,,,Гарринго (,,,,,
/storage/1167552_500x800x250.jpg,Италия,,Гарринго (,Джованни Сколаро,Рафаэль Ромеро Марчент,Garringo,Вестерн, 84 мин.
,,,В эту игру могут играть трое (,,,,,
/storage/192171_500x800x250.jpg,США,,В эту игру могут играть трое (,Марк Браун,Mody Mod,Three Can Play That Game,Комедия, 87 мин.
,,,Безмолвный гнев (,,,,,
/storage/292753_500x800x250.jpg,США,,Безмолвный гнев (,Эдвард Ди Лоренцо,Майкл Миллер,Silent rage,Ужасы, 96 мин.
,,,Герой (,,,,,
/storage/234774_500x800x250.jpg,США,,Герой (,Лора Зискин,Стивен Фрирз,Hero,Драма, 117 мин.
,,,Пробуждая мертвецов (,,,,,
/storage/1288836_500x800x250.jpg,США,,Пробуждая мертвецов (,Скотт Спенсер,Кейт Гордон,Waking the Dead,Триллер, 105 мин.
,,,Лагерь «X-Ray» (,,,,,
/storage/1376396_500x800x250.jpg,США,,Лагерь «X-Ray» (,Питер Сэттлер,Питер Сэттлер,Camp X-Ray,Драма, 117 мин.
,,,Братья (,,,,,
/storage/261205_500x800x250.jpg,США,,Братья (,Дэвид Бениофф,Джим Шеридан,Brothers,Триллер, 110 мин.
/storage/1376374_500x800x250.jpg,Южная Корея,,Мистер Гоу (,Ким Ён Хва,Ким Ён Хва,Mr. Go,Драма, 132 мин.
/storage/1255102_500x800x250.jpg,США,,Гудзонский ястреб (,Брюс Уиллис,Майкл Леманн,Hudson Hawk,Боевик, 100 мин.
,,,Всегда есть завтра (,,,,,
/storage/1179581_500x800x250.jpg,США,,Всегда есть завтра (,Бернард С. Шонфелд,Дуглас Серк,There's Always Tomorrow,Драма, 84 мин.
,,,Перестрелка в Додж-Сити (,,,,,
/storage/1211950_500x800x250.jpg,США,,Перестрелка в Додж-Сити (,Мартин Голдсмит,Джозеф М. Ньюман,The Gunfight at Dodge City,Вестерн, 81 мин.
,,,Джанго: Бог простит. Я – нет! (,,,,,
/storage/1375607_500x800x250.jpg,Италия,,Джанго: Бог простит. Я – нет! (,Джузеппе Колицци,Джузеппе Колицци,Dio perdona... Io no!,Вестерн, 109 мин.
,,,Четыре мухи на сером бархате (,,,,,
/storage/1375622_500x800x250.jpg,Италия,,Четыре мухи на сером бархате (,Дарио Ардженто,Дарио Ардженто,4 mosche di velluto grigio,Триллер, 104 мин.
,,,Лучшее время года (,,,,,
/storage/1375942_500x800x250.jpg,Россия,,Лучшее время года (,Иван Вырыпаев,Светлана Проскурина,,Драма, 93 мин.
/storage/1375743_500x800x250.jpg,США,,Среди мертвых (,Мэттью Брэдфорд,Бен Вагнер,Dead Within,Ужасы, 91 мин.
/storage/1378762_500x800x250.jpg,США,,Джинн (,Аджмал Захир Ахмад,Аджмал Захир Ахмад,Jinn,Триллер, 97 мин.
/storage/1368296_500x800x250.jpg,США,,Моё лето пинг-понга (,Майкл Талли,Майкл Талли,Ping Pong Summer,Комедия, 92 мин.
,,,Моё лето пинг-понга (,,,,,
,,,Мы танцевали (,,,,,
,,,Судебное обвинение Кейси Энтони (,,,,,
/storage/1194933_500x800x250.jpg,Канада,,Судебное обвинение Кейси Энтони (,Элисон Кросс,Питер Уэрнер,Prosecuting Casey Anthony,Драма, 91 мин.
,,,Я сбежал с острова Дьявола (,,,,,
/storage/1172795_500x800x250.jpg,США,,Мы танцевали (,Клодин Уэст,Роберт З. Леонард,We Were Dancing,Мелодрама, 95 мин.
/storage/1197700_500x800x250.jpg,США,,Исправительная колония III (,Джамаа Фанака,Джамаа Фанака,Penitentiary III,Комедия, 91 мин.
/storage/1378773_500x800x250.jpg,США,,Домработница (,Eric Harlacher,Фред Уолтон,Homewrecker,Ужасы, 83 мин.
,,,Исправительная колония III (,,,,,
,,,Домработница (,,,,,
/storage/289949_500x800x250.jpg,США,,Полупрофи (,Скот Армстронг,Кент Альтерман,Semi-Pro,Комедия, 90 мин.
,,,Полупрофи (,,,,,
,,,Обезьяна зимой (,,,,,
/storage/1353859_500x800x250.jpg,Франция,,Крылышко или ножка (,,Клод Зиди,L'aile ou la cuisse,Комедия, 104 мин.
/storage/257515_500x800x250.jpg,Франция,,Обезьяна зимой (,Мишель Одиар,Анри Верней,Un singe en hiver,Драма, 105 мин.
,,,Летняя ночь в Барселоне (,,,,,
/storage/1257362_500x800x250.jpg,Испания,,Летняя ночь в Барселоне (,Eric Navarro,Дани де ла Орден,"Barcelona, nit d'estiu",Комедия, 95 мин.
,,,Всегда виновен (,,,,,
/storage/1161176_500x800x250.jpg,Румыния,,Всегда виновен (,Серджиу Николаеску,Серджиу Николаеску,Osanda,Драма, 100 мин.
,,,Скандал в провинции (,,,,,
/storage/1219155_500x800x250.jpg,Италия,,Скандал в провинции (,Cesare Frugoni,Мариано Лоуренти,Il vizio di famiglia,Комедия, 90 мин.
,,,Галантные дамы (,,,,,
/storage/1378772_500x800x250.jpg,Франция,,Галантные дамы (,Жак Эмманюэль,Жан-Шарль Такелла,Dames galantes,Комедия, 101 мин.
,,,Тюремный корабль (,,,,,
/storage/1184154_500x800x250.jpg,США,,Тюремный корабль (,Майкл Тони,Фред Олен Рэй,Prison Ship,Фантастика, 86 мин.
,,,Великий и могучий (,,,,,
/storage/1207601_500x800x250.jpg,США,,Цена успеха (,Фабьен Гарсиа,Фабьен Гарсиа,Die Fighting,Боевик, 110 мин.
/storage/1191264_500x800x250.jpg,Канада,,Дископат (,Рено Готье,Рено Готье,Discopathe,Ужасы, 81 мин.
,,,Ришелье. Мантия и кровь (,,,,,
/storage/1377476_500x800x250.jpg,Франция,,Ришелье. Мантия и кровь (,Анри Эльман,Анри Эльман,"Richelieu, la pourpre et le sang",Исторический, 105 мин.
,,,Затмение (,,,,,
/storage/227522_500x800x250.jpg,Ирландия,,Затмение (,Конор МакФерсон,Конор МакФерсон,The Eclipse,Ужасы, 86 мин.
,,,Затмение (,,,,,
/storage/1377416_500x800x250.jpg,США,,Затмение (,Джим Пек,Роберт Дэвид Сандерс,The Blackout,Ужасы, 80 мин.
,,,Скрытый огонь (,,,,,
/storage/1377567_500x800x250.jpg,США,,Скрытый огонь (,John Knoerle,Lawrence Hilton-Jacobs,Quiet Fire,Боевик, 93 мин.
,,,Добро пожаловать в Нью-Йорк (,,,,,
/storage/1291205_500x800x250.jpg,США,,Добро пожаловать в Нью-Йорк (,Абель Феррара,Абель Феррара,Welcome to New York,Драма, 125 мин.
,,,Одиннадцатая жертва (,,,,,
/storage/1213183_500x800x250.jpg,США,,Одиннадцатая жертва (,Джон Фазано,Майк Рол,The Eleventh Victim,Триллер, 90 мин.
,,,Побег из Нью-Йорка (,,,,,
/storage/1229161_500x800x250.jpg,США,,Побег из Нью-Йорка (,Джон Карпентер,Джон Карпентер,Escape from New York,Фантастика, 99 мин.
,,,Сеть страсти (,,,,,
/storage/1377751_500x800x250.jpg,США,,Сеть страсти (,Поль С. Парко,Поль С. Парко,A Passion,Триллер, 85 мин.
,,,Мелинда и Мелинда (,,,,,
,,,Один на один (,,,,,
/storage/1377436_500x800x250.jpg,США,,Один на один (,Джанни Руссо,Нельсон МакКормик,For Which He Stands,Драма, 88 мин.
,,,Гангстеры и филантропы (,,,,,
/storage/1173112_500x800x250.jpg,Польша,,Гангстеры и филантропы (,Bohdan Czeszko,Ежи Хоффман,Gangsterzy i filantropi,Боевик, 86 мин.
,,,Любовь от всех болезней (,,,,,
/storage/1300506_500x800x250.jpg,Франция,,Любовь от всех болезней (,Дэни Бун,Дэни Бун,Supercondriaque,Комедия, 109 мин.
,,,Кинг Конг (,,,,,
/storage/218661_500x800x250.jpg,Германия,,Кинг Конг (,Фрэнсис Уолш,Питер Джексон,King Kong,Мелодрама, 187 мин.
,,,Капля (,,,,,
/storage/1206847_500x800x250.jpg,США,,Капля (,Теодор Симонсон,Ирвин С. Йоворт мл.,The Blob,Ужасы, 82 мин.
,,,Человек с бульвара Капуцинов (,,,,,
/storage/198951_500x800x250.jpg,СССР,,Человек с бульвара Капуцинов (,Эдуард Акопов,Алла Сурикова,,Комедия, 99 мин.
/storage/1377893_500x800x250.jpg,США,,Мелинда и Мелинда (,Вуди Аллен,Вуди Аллен,Melinda and Melinda,Драма, 99 мин.
/storage/276183_500x800x250.jpg,Индия,,Король шуток (,,К. Балачандер,Punnagai Mannan,Мелодрама, 144 мин.
/storage/1211149_500x800x250.jpg,Франция,,Консьерж (,Жак Вильфрид,Жан Жиро,Le concierge,Комедия, 90 мин.
,,,Между нами (,,,,,
/storage/1172296_500x800x250.jpg,США,,Между нами (,Joe Hortua,Дэн Мирвиш,Between Us,Драма, 90 мин.
,,,Война обычного человека (,,,,,
/storage/1390253_500x800x250.jpg,США,,Война обычного человека (,Крэйг Смит,Тэд Смит,Everyman's War,Драма, 104 мин.
,,,Том и Гек (,,,,,
/storage/1220519_500x800x250.jpg,Германия,,Том и Гек (,Rudolf Herfurtner,Норберт Лечнер,Tom und Hacke,Приключения, 90 мин.
,,,Среди коршунов (,,,,,
/storage/254347_500x800x250.jpg,Франция,,Среди коршунов (,Карл Мэй,Альфред Форер,Unter Geiern,Приключения, 98 мин.
,,,Станция «Фрутвейл» (,,,,,
/storage/289613_500x800x250.jpg,США,,Станция «Фрутвейл» (,,Райан Куглер,Fruitvale Station,Драма, 90 мин.
,,,Сквозные ранения (,,,,,
/storage/1262579_500x800x250.jpg,США,,Сквозные ранения (,John Westermann,Анджей Бартковяк,Exit Wounds,Боевик, 101 мин.
,,,Синбад и Глаз Тигра (,,,,,
/storage/1361788_500x800x250.jpg,Великобритания,,Синбад и Глаз Тигра (,Беверли Кросс,Сэм Уонамейкер,Sindbad and the eye of the tiger,Боевик, 113 мин.
,,,Бал вампиров (,,,,,
/storage/276798_500x800x250.jpg,Великобритания,,Бал вампиров (,Жерар Брах,Роман Полански,Dance of the Vampires,Ужасы, 108 мин.
,,,Инкубус (,,,,,
/storage/273503_500x800x250.jpg,США,,Инкубус (,Карл В. ДюПре,Гленн Чиано,Inkubus,Ужасы, 80 мин.
,,,Злодей (,,,,,
/storage/219500_500x800x250.jpg,Франция,,Злодей (,Diane Clavier,Альбер Дюпонтель,Le vilain,Комедия, 86 мин.
/storage/1354312_500x800x250.jpg,Великобритания,,Макбет (,Роман Полански,Роман Полански,The Tragedy of Macbeth,Драма, 140 мин.
,,,"Форт Апач, Бронкс (",,,,,
/storage/1394914_500x800x250.jpg,США,,"Форт Апач, Бронкс (",Хейвуд Гулд,Дэниэл Петри,Fort Apache the Bronx,Драма, 125 мин.
/storage/1170585_500x800x250.jpg,Чехословакия,,Почти розовая история (,,Юрай Якубиско,Takmer ruzovy pribeh,Мюзикл, 97 мин.
,,,Динамитный Джек (,,,,,
/storage/1394908_500x800x250.jpg,Франция,,Динамитный Джек (,Жак Эмманюэль,Жан Бастиа,Dynamite Jack,Вестерн, 103 мин.
,,,Франкеншлюха (,,,,,
/storage/1202300_500x800x250.jpg,США,,Франкеншлюха (,Фрэнк Хененлоттер,Фрэнк Хененлоттер,Frankenhooker,Ужасы, 85 мин.
,,,Остров (,,,,,
/storage/248141_500x800x250.jpg,США,,Остров (,Питер Бенчли,Майкл Ричи,The Island,Ужасы, 115 мин.
,,,"Скажите ей, что я ее люблю (",,,,,
/storage/266757_500x800x250.jpg,Франция,,"Скажите ей, что я ее люблю (",Клод Миллер,Клод Миллер,Dites-lui que je l'aime,Триллер, 107 мин.
